@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R3,48-51-weka.filters.unsupervised.attribute.Reorder-R1-46,48-last,47'

@attribute PacmanPositionX numeric
@attribute PacmanPositionY numeric
@attribute LegalPacManNorth {0,1}
@attribute LegalPacManSouth {0,1}
@attribute LegalPacManWest {0,1}
@attribute LegalPacManEast {0,1}
@attribute LegalPacManStop {0,1}
@attribute Ghost1PositionX numeric
@attribute Ghost1PositionY numeric
@attribute Ghost2PositionX numeric
@attribute Ghost2PositionY numeric
@attribute Ghost3PositionX numeric
@attribute Ghost3PositionY numeric
@attribute Ghost4PositionX numeric
@attribute Ghost4PositionY numeric
@attribute Ghost1Distance numeric
@attribute Ghost2Distance numeric
@attribute Ghost3Distance numeric
@attribute Ghost4Distance numeric
@attribute Ghost1Direction {North,South,West,East,Stop,Dead}
@attribute Ghost2Direction {North,South,West,East,Stop,Dead}
@attribute Ghost3Direction {North,South,West,East,Stop,Dead}
@attribute Ghost4Direction {North,South,West,East,Stop,Dead}
@attribute Score numeric
@attribute DistanceFood numeric
@attribute RemainingFood numeric
@attribute class {North,South,West,East}
@attribute NextPacmanPositionX numeric
@attribute NextPacmanPositionY numeric
@attribute NextLegalPacManNorth {0,1}
@attribute NextLegalPacManSouth {0,1}
@attribute NextLegalPacManWest {0,1}
@attribute NextLegalPacManEast {0,1}
@attribute NextLegalPacManStop {0,1}
@attribute NextGhost1PositionX numeric
@attribute NextGhost1PositionY numeric
@attribute NextGhost2PositionX numeric
@attribute NextGhost2PositionY numeric
@attribute NextGhost3PositionX numeric
@attribute NextGhost3PositionY numeric
@attribute NextGhost4PositionX numeric
@attribute NextGhost4PositionY numeric
@attribute NextGhost1Distance numeric
@attribute NextGhost2Distance numeric
@attribute NextGhost3Distance numeric
@attribute NextGhost4Distance numeric
@attribute NextDistanceFood numeric
@attribute NextRemainingFood numeric
@attribute NextPacmanDirection {North,South,West,East}
@attribute NextScore numeric

@data
11,10,0,1,1,0,1,6,6,6,12,10,6,12,12,9,7,5,3,East,West,West,West,-4,-1,0,West,10,10,0,1,1,0,1,6,5,6,12,11,6,12,12,9,6,5,5,-1,0,West,-5
10,10,0,1,1,0,1,6,5,6,12,11,6,12,12,9,6,5,5,South,West,East,East,-5,-1,0,West,9,10,0,1,1,0,1,6,4,5,12,11,6,13,12,9,6,6,5,-1,0,West,-6
9,10,0,1,1,0,1,6,4,5,12,11,6,13,12,9,6,6,5,South,West,East,West,-6,-1,0,West,8,10,0,1,1,0,1,5,4,5,12,12,6,12,12,9,5,8,5,-1,0,West,-7
8,10,0,1,1,0,1,5,4,5,12,12,6,12,12,9,5,8,5,West,West,East,West,-7,-1,0,West,7,10,0,1,1,0,1,4,4,6,12,13,6,11,12,9,3,10,7,-1,0,West,-8
7,10,0,1,1,0,1,4,4,6,12,13,6,11,12,9,3,10,7,West,East,East,East,-8,-1,0,West,6,10,0,1,1,0,1,4,3,6,12,14,6,12,12,9,2,12,7,-1,0,West,-9
6,10,0,1,1,0,1,4,3,6,12,14,6,12,12,9,2,12,7,South,East,East,West,-9,-1,0,West,5,10,0,1,1,1,1,5,3,5,12,13,6,11,12,7,2,12,7,-1,0,West,-10
5,10,0,1,1,1,1,5,3,5,12,13,6,11,12,7,2,12,7,East,West,West,West,-10,-1,0,West,5,9,1,0,1,1,1,5,3,6,12,12,6,10,12,6,4,10,8,-1,0,South,-11
5,9,1,0,1,1,1,5,3,6,12,12,6,10,12,6,4,10,8,East,East,West,West,-11,-1,0,South,5,8,1,1,1,0,1,6,3,7,12,12,5,10,12,6,6,10,9,-1,0,South,-12
5,8,1,1,1,0,1,6,3,7,12,12,5,10,12,6,6,10,9,East,East,South,West,-12,-1,0,South,4,8,1,1,1,1,1,5,3,7,12,12,6,10,12,6,7,10,10,-1,0,West,-13
4,8,1,1,1,1,1,5,3,7,12,12,6,10,12,6,7,10,10,West,East,North,West,-13,-1,0,West,4,7,1,0,1,1,1,4,3,7,12,11,6,10,12,4,8,8,12,-1,0,South,-14
4,7,1,0,1,1,1,4,3,7,12,11,6,10,12,4,8,8,12,West,East,West,East,-14,-1,0,South,4,6,1,1,1,1,1,3,3,6,12,11,5,11,12,4,8,8,12,-1,0,South,-15
4,6,1,1,1,1,1,3,3,6,12,11,5,11,12,4,8,8,12,West,West,South,West,-15,-1,0,South,4,5,1,1,1,1,1,4,3,7,12,12,5,10,12,2,10,8,14,-1,0,South,-16
4,5,1,1,1,1,1,4,3,7,12,12,5,10,12,2,10,8,14,East,East,East,East,-16,-1,0,South,4,4,1,1,1,1,1,5,3,8,12,11,5,11,12,2,12,8,15,-1,0,South,-17
4,4,1,1,1,1,1,5,3,8,12,11,5,11,12,2,12,8,15,East,East,West,East,-17,-1,0,South,4,3,1,1,1,0,1,5,3,8,13,11,5,11,12,1,14,9,15,-1,0,South,-18
4,3,1,1,1,0,1,5,3,8,13,11,5,11,12,1,14,9,15,East,North,West,West,-18,-1,0,South,5,3,1,1,1,0,1,-1,-1,8,13,11,6,10,12,-1,13,9,15,-1,0,East,181
5,3,1,1,1,0,1,-1,-1,8,13,11,6,10,12,-1,13,9,15,Dead,North,North,East,181,-1,0,East,6,3,1,1,1,0,1,-1,-1,9,13,10,6,11,12,-1,13,7,13,-1,0,East,180
6,3,1,1,1,0,1,-1,-1,9,13,10,6,11,12,-1,13,7,13,Dead,East,West,West,180,-1,0,East,7,3,1,1,1,0,1,-1,-1,9,14,11,6,10,12,-1,13,7,12,-1,0,East,179
7,3,1,1,1,0,1,-1,-1,9,14,11,6,10,12,-1,13,7,12,Dead,North,East,West,179,-1,0,East,8,3,1,1,1,0,1,-1,-1,9,14,12,6,10,12,-1,12,7,12,-1,0,East,178
8,3,1,1,1,0,1,-1,-1,9,14,12,6,10,12,-1,12,7,12,Dead,North,East,North,178,-1,0,East,9,3,0,1,1,0,1,-1,-1,9,13,11,6,10,13,-1,10,5,12,-1,0,East,177
9,3,0,1,1,0,1,-1,-1,9,13,11,6,10,13,-1,10,5,12,Dead,South,West,North,177,-1,0,East,10,3,1,1,1,0,1,-1,-1,9,13,10,6,10,14,-1,11,3,10,-1,0,East,176
10,3,1,1,1,0,1,-1,-1,9,13,10,6,10,14,-1,11,3,10,Dead,South,West,South,176,-1,0,East,10,4,1,1,0,1,1,-1,-1,9,13,10,6,10,13,-1,10,2,8,-1,0,North,175
10,4,1,1,0,1,1,-1,-1,9,13,10,6,10,13,-1,10,2,8,Dead,South,West,South,175,-1,0,North,10,5,1,1,0,1,1,-1,-1,9,12,10,6,10,12,-1,8,1,8,-1,0,North,174
10,5,1,1,0,1,1,-1,-1,9,12,10,6,10,12,-1,8,1,8,Dead,South,West,West,174,-1,0,North,10,6,0,1,0,1,1,-1,-1,9,13,-1,-1,9,12,-1,8,-1,7,-1,0,North,373
10,6,0,1,0,1,1,-1,-1,9,13,-1,-1,9,12,-1,8,-1,7,Dead,North,Dead,West,373,-1,0,North,11,6,0,1,1,1,1,-1,-1,9,12,-1,-1,9,12,-1,8,-1,9,-1,0,East,372
11,6,0,1,1,1,1,-1,-1,9,12,-1,-1,9,12,-1,8,-1,9,Dead,South,Dead,West,372,-1,0,East,12,6,0,1,1,1,1,-1,-1,9,13,-1,-1,8,12,-1,10,-1,11,-1,0,East,371
12,6,0,1,1,1,1,-1,-1,9,13,-1,-1,8,12,-1,10,-1,11,Dead,North,Dead,North,371,-1,0,East,13,6,0,1,1,1,1,-1,-1,9,12,-1,-1,8,13,-1,10,-1,13,-1,0,East,370
13,6,0,1,1,1,1,-1,-1,9,12,-1,-1,8,13,-1,10,-1,13,Dead,South,Dead,North,370,-1,0,East,14,6,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,10,-1,15,-1,0,East,369
14,6,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,10,-1,15,Dead,East,Dead,West,369,-1,0,East,14,7,1,1,0,1,1,-1,-1,10,12,-1,-1,7,14,-1,9,-1,13,-1,0,North,368
14,7,1,1,0,1,1,-1,-1,10,12,-1,-1,7,14,-1,9,-1,13,Dead,East,Dead,East,368,-1,0,North,14,8,1,1,1,1,1,-1,-1,11,12,-1,-1,8,14,-1,7,-1,12,-1,0,North,367
14,8,1,1,1,1,1,-1,-1,11,12,-1,-1,8,14,-1,7,-1,12,Dead,East,Dead,East,367,-1,0,North,14,9,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,7,-1,11,-1,0,North,366
14,9,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,7,-1,11,Dead,West,Dead,East,366,-1,0,North,14,10,0,1,1,1,1,-1,-1,11,12,-1,-1,8,14,-1,5,-1,10,-1,0,North,365
14,10,0,1,1,1,1,-1,-1,11,12,-1,-1,8,14,-1,5,-1,10,Dead,East,Dead,East,365,-1,0,North,15,10,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,7,-1,10,-1,0,East,364
15,10,1,1,1,1,1,-1,-1,10,12,-1,-1,8,14,-1,7,-1,10,Dead,West,Dead,East,364,-1,0,East,15,11,1,1,0,1,1,-1,-1,9,12,-1,-1,9,14,-1,7,-1,8,-1,0,North,363
15,11,1,1,0,1,1,-1,-1,9,12,-1,-1,9,14,-1,7,-1,8,Dead,West,Dead,South,363,-1,0,North,15,12,1,1,0,1,1,-1,-1,8,12,-1,-1,9,13,-1,7,-1,6,-1,0,North,362
15,12,1,1,0,1,1,-1,-1,8,12,-1,-1,9,13,-1,7,-1,6,Dead,West,Dead,South,362,-1,0,North,15,13,1,1,0,1,1,-1,-1,8,12,-1,-1,9,12,-1,8,-1,6,-1,0,North,361
15,13,1,1,0,1,1,-1,-1,8,12,-1,-1,9,12,-1,8,-1,6,Dead,West,Dead,East,361,-1,0,North,15,14,0,1,1,1,1,-1,-1,7,12,-1,-1,10,12,-1,10,-1,6,-1,0,North,360
15,14,0,1,1,1,1,-1,-1,7,12,-1,-1,10,12,-1,10,-1,6,Dead,West,Dead,North,360,-1,0,North,14,14,0,1,1,0,1,-1,-1,6,12,-1,-1,10,13,-1,10,-1,6,-1,0,West,359
14,14,0,1,1,0,1,-1,-1,6,12,-1,-1,10,13,-1,10,-1,6,Dead,West,Dead,South,359,-1,0,West,13,14,0,1,1,0,1,-1,-1,5,12,-1,-1,10,12,-1,10,-1,4,-1,0,West,358
13,14,0,1,1,0,1,-1,-1,5,12,-1,-1,10,12,-1,10,-1,4,Dead,West,Dead,East,358,-1,0,West,12,14,0,1,1,0,1,-1,-1,5,12,-1,-1,11,12,-1,9,-1,2,-1,0,West,357
12,14,0,1,1,0,1,-1,-1,5,12,-1,-1,11,12,-1,9,-1,2,Dead,West,Dead,East,357,-1,0,West,11,14,0,1,1,0,1,-1,-1,6,12,-1,-1,12,12,-1,7,-1,3,-1,0,West,356
11,14,0,1,1,0,1,-1,-1,6,12,-1,-1,12,12,-1,7,-1,3,Dead,East,Dead,East,356,-1,0,West,10,14,0,1,1,1,1,-1,-1,7,12,-1,-1,12,12,-1,5,-1,3,-1,0,West,355
10,14,0,1,1,1,1,-1,-1,7,12,-1,-1,12,12,-1,5,-1,3,Dead,East,Dead,West,355,-1,0,West,10,13,1,0,1,1,1,-1,-1,7,12,-1,-1,11,12,-1,4,-1,3,-1,0,South,354
10,13,1,0,1,1,1,-1,-1,7,12,-1,-1,11,12,-1,4,-1,3,Dead,East,Dead,East,354,-1,0,South,10,12,1,1,1,0,1,-1,-1,6,12,-1,-1,12,12,-1,4,-1,1,-1,0,South,353
10,12,1,1,1,0,1,-1,-1,6,12,-1,-1,12,12,-1,4,-1,1,Dead,West,Dead,West,353,-1,0,South,11,12,0,1,1,0,1,-1,-1,7,12,-1,-1,-1,-1,-1,4,-1,-1,-1,0,East,552
11,12,0,1,1,0,1,-1,-1,7,12,-1,-1,-1,-1,-1,4,-1,-1,Dead,East,Dead,Dead,552,-1,0,East,12,12,0,1,1,0,1,-1,-1,7,12,-1,-1,-1,-1,-1,5,-1,-1,-1,0,East,551
12,12,0,1,1,0,1,-1,-1,7,12,-1,-1,-1,-1,-1,5,-1,-1,Dead,East,Dead,Dead,551,-1,0,East,11,12,0,1,1,0,1,-1,-1,8,12,-1,-1,-1,-1,-1,3,-1,-1,-1,0,West,550
11,12,0,1,1,0,1,-1,-1,8,12,-1,-1,-1,-1,-1,3,-1,-1,Dead,East,Dead,Dead,550,-1,0,West,10,12,1,1,1,0,1,-1,-1,8,13,-1,-1,-1,-1,-1,3,-1,-1,-1,0,West,549
10,12,1,1,1,0,1,-1,-1,8,13,-1,-1,-1,-1,-1,3,-1,-1,Dead,North,Dead,Dead,549,-1,0,West,9,12,1,1,1,0,1,-1,-1,8,12,-1,-1,-1,-1,-1,1,-1,-1,-1,0,West,548
1,17,0,1,1,1,0,1,3,2,3,5,9,6,6,14,15,12,16,Stop,Stop,Stop,Stop,-4,-1,0,South,1,16,1,1,1,1,0,1,3,2,3,5,9,6,6,13,14,11,15,-1,0,South,-5
1,16,1,1,1,1,0,1,3,2,3,5,9,6,6,13,14,11,15,Stop,Stop,Stop,Stop,-5,-1,0,South,1,15,1,1,1,1,0,1,3,2,3,5,9,6,6,12,13,10,14,-1,0,South,-6
1,15,1,1,1,1,0,1,3,2,3,5,9,6,6,12,13,10,14,Stop,Stop,Stop,Stop,-6,-1,0,South,1,14,1,1,1,1,0,1,3,2,3,5,9,6,6,11,12,9,13,-1,0,South,-7
1,14,1,1,1,1,0,1,3,2,3,5,9,6,6,11,12,9,13,Stop,Stop,Stop,Stop,-7,-1,0,South,1,13,0,1,1,1,0,1,3,2,3,5,9,6,6,10,11,8,12,-1,0,South,-8
1,13,0,1,1,1,0,1,3,2,3,5,9,6,6,10,11,8,12,Stop,Stop,Stop,Stop,-8,-1,0,South,1,12,1,1,1,1,0,1,3,2,3,5,9,6,6,9,10,7,11,-1,0,South,-9
1,12,1,1,1,1,0,1,3,2,3,5,9,6,6,9,10,7,11,Stop,Stop,Stop,Stop,-9,-1,0,South,1,11,0,1,1,1,0,1,3,2,3,5,9,6,6,8,9,6,10,-1,0,South,-10
1,11,0,1,1,1,0,1,3,2,3,5,9,6,6,8,9,6,10,Stop,Stop,Stop,Stop,-10,-1,0,South,1,10,0,1,1,1,0,1,3,2,3,5,9,6,6,7,8,5,9,-1,0,South,-11
1,10,0,1,1,1,0,1,3,2,3,5,9,6,6,7,8,5,9,Stop,Stop,Stop,Stop,-11,-1,0,South,1,9,0,1,1,1,0,1,3,2,3,5,9,6,6,6,7,4,8,-1,0,South,-12
1,9,0,1,1,1,0,1,3,2,3,5,9,6,6,6,7,4,8,Stop,Stop,Stop,Stop,-12,-1,0,South,1,8,0,1,1,1,0,1,3,2,3,5,9,6,6,5,6,5,7,-1,0,South,-13
1,8,0,1,1,1,0,1,3,2,3,5,9,6,6,5,6,5,7,Stop,Stop,Stop,Stop,-13,-1,0,South,1,7,0,1,1,1,0,1,3,2,3,5,9,6,6,4,5,6,6,-1,0,South,-14
1,7,0,1,1,1,0,1,3,2,3,5,9,6,6,4,5,6,6,Stop,Stop,Stop,Stop,-14,-1,0,South,1,6,1,1,1,1,0,1,3,2,3,5,9,6,6,3,4,7,5,-1,0,South,-15
1,6,1,1,1,1,0,1,3,2,3,5,9,6,6,3,4,7,5,Stop,Stop,Stop,Stop,-15,-1,0,South,1,5,1,1,1,1,0,1,3,2,3,5,9,6,6,2,3,8,6,-1,0,South,-16
1,5,1,1,1,1,0,1,3,2,3,5,9,6,6,2,3,8,6,Stop,Stop,Stop,Stop,-16,-1,0,South,1,4,1,1,1,1,0,1,3,2,3,5,9,6,6,1,2,9,7,-1,0,South,-17
1,4,1,1,1,1,0,1,3,2,3,5,9,6,6,1,2,9,7,Stop,Stop,Stop,Stop,-17,-1,0,South,1,3,1,1,0,1,0,-1,-1,2,3,5,9,6,6,-1,1,10,8,-1,0,South,182
1,3,1,1,0,1,0,-1,-1,2,3,5,9,6,6,-1,1,10,8,Dead,Stop,Stop,Stop,182,-1,0,South,2,3,1,1,0,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,9,7,-1,0,East,381
2,3,1,1,0,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,9,7,Dead,Dead,Stop,Stop,381,-1,0,East,3,3,1,1,0,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,8,6,-1,0,East,380
3,3,1,1,0,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,8,6,Dead,Dead,Stop,Stop,380,-1,0,East,3,4,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,7,5,-1,0,North,379
3,4,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,7,5,Dead,Dead,Stop,Stop,379,-1,0,North,3,5,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,6,4,-1,0,North,378
3,5,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,6,4,Dead,Dead,Stop,Stop,378,-1,0,North,3,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,5,3,-1,0,North,377
3,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,5,3,Dead,Dead,Stop,Stop,377,-1,0,North,4,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,4,2,-1,0,East,376
4,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,4,2,Dead,Dead,Stop,Stop,376,-1,0,East,5,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,3,1,-1,0,East,375
5,6,1,1,1,1,1,-1,-1,-1,-1,5,9,6,6,-1,-1,3,1,Dead,Dead,Stop,Stop,375,-1,0,East,6,6,1,1,0,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,4,-1,-1,0,East,574
6,6,1,1,0,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,4,-1,Dead,Dead,Stop,Dead,574,-1,0,East,6,7,0,1,1,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,3,-1,-1,0,North,573
6,7,0,1,1,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,3,-1,Dead,Dead,Stop,Dead,573,-1,0,North,6,8,0,1,1,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,2,-1,-1,0,North,572
6,8,0,1,1,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,2,-1,Dead,Dead,Stop,Dead,572,-1,0,North,6,9,0,1,1,1,1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,1,-1,-1,0,North,571
7,1,1,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,10,7,-1,Dead,Stop,Stop,Dead,-5,2,22,West,6,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,9,8,-1,1,22,West,-6
6,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,9,8,-1,Dead,Stop,Stop,Dead,-6,1,22,West,5,1,1,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,8,9,-1,1,21,West,93
5,1,1,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,8,9,-1,Dead,Stop,Stop,Dead,93,1,21,West,4,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,7,10,-1,1,20,West,192
4,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,7,10,-1,Dead,Stop,Stop,Dead,192,1,20,West,3,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,6,11,-1,1,19,West,291
3,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,6,11,-1,Dead,Stop,Stop,Dead,291,1,19,West,2,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,5,12,-1,2,18,West,390
2,1,0,0,1,1,1,-1,-1,1,5,10,5,-1,-1,-1,5,12,-1,Dead,Stop,Stop,Dead,390,2,18,West,1,1,1,0,1,0,1,-1,-1,1,5,10,5,-1,-1,-1,4,13,-1,1,18,West,789
1,1,1,0,1,0,1,-1,-1,1,5,10,5,-1,-1,-1,4,13,-1,Dead,Stop,Stop,Dead,789,1,18,West,1,2,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,3,12,-1,1,17,North,888
1,2,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,3,12,-1,Dead,Stop,Stop,Dead,888,1,17,North,1,3,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,2,11,-1,1,16,North,987
1,3,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,2,11,-1,Dead,Stop,Stop,Dead,987,1,16,North,1,4,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,1,10,-1,2,15,North,1086
1,4,1,1,0,0,1,-1,-1,1,5,10,5,-1,-1,-1,1,10,-1,Dead,Stop,Stop,Dead,1086,2,15,North,1,5,0,1,1,0,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,9,-1,1,15,North,1285
1,5,0,1,1,0,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,9,-1,Dead,Dead,Stop,Dead,1285,1,15,North,2,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,8,-1,6,14,East,1384
2,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,8,-1,Dead,Dead,Stop,Dead,1384,6,14,East,3,5,0,1,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,7,-1,5,14,East,1383
3,5,0,1,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,7,-1,Dead,Dead,Stop,Dead,1383,5,14,East,4,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,6,-1,4,14,East,1382
4,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,6,-1,Dead,Dead,Stop,Dead,1382,4,14,East,5,5,0,1,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,5,-1,3,14,East,1381
5,5,0,1,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,5,-1,Dead,Dead,Stop,Dead,1381,3,14,East,6,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,4,-1,4,14,East,1380
6,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,4,-1,Dead,Dead,Stop,Dead,1380,4,14,East,7,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,3,-1,5,14,East,1379
7,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,3,-1,Dead,Dead,Stop,Dead,1379,5,14,East,8,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,2,-1,6,14,East,1378
8,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,2,-1,Dead,Dead,Stop,Dead,1378,6,14,East,9,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,1,-1,5,14,East,1377
9,5,0,0,1,1,1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,1,-1,Dead,Dead,Stop,Dead,1377,5,14,East,10,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,14,East,1576
10,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1576,4,14,East,11,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,East,1575
11,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1575,3,14,East,12,5,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,14,East,1574
12,5,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1574,2,14,East,13,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,14,East,1573
13,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1573,1,14,East,14,5,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13,East,1672
14,5,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1672,1,13,East,15,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,East,1771
15,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1771,1,12,East,16,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,East,1870
16,5,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1870,1,11,East,17,5,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,East,1969
17,5,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,1969,1,10,East,17,4,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,South,2068
17,4,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,2068,1,9,South,17,3,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,South,2167
17,3,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dead,Dead,Dead,Dead,2167,1,8,South,17,2,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,South,2266
15,10,1,1,1,0,1,5,9,11,3,17,6,25,7,11,11,6,13,Stop,Stop,Stop,Stop,-4,-1,0,East,16,10,1,1,1,0,1,5,9,11,3,17,6,25,7,12,12,5,12,-1,0,East,-5
16,10,1,1,1,0,1,5,9,11,3,17,6,25,7,12,12,5,12,Stop,Stop,Stop,Stop,-5,-1,0,East,17,10,1,1,1,0,1,5,9,11,3,17,6,25,7,13,13,4,11,-1,0,East,-6
17,10,1,1,1,0,1,5,9,11,3,17,6,25,7,13,13,4,11,Stop,Stop,Stop,Stop,-6,-1,0,East,18,10,1,1,1,0,1,5,9,11,3,17,6,25,7,14,14,5,10,-1,0,East,-7
18,10,1,1,1,0,1,5,9,11,3,17,6,25,7,14,14,5,10,Stop,Stop,Stop,Stop,-7,-1,0,East,19,10,1,1,1,0,1,5,9,11,3,17,6,25,7,15,15,6,9,-1,0,East,-8
19,10,1,1,1,0,1,5,9,11,3,17,6,25,7,15,15,6,9,Stop,Stop,Stop,Stop,-8,-1,0,East,20,10,1,1,1,0,1,5,9,11,3,17,6,25,7,16,16,7,8,-1,0,East,-9
20,10,1,1,1,0,1,5,9,11,3,17,6,25,7,16,16,7,8,Stop,Stop,Stop,Stop,-9,-1,0,East,21,10,0,1,1,0,1,5,9,11,3,17,6,25,7,17,17,8,7,-1,0,East,-10
21,10,0,1,1,0,1,5,9,11,3,17,6,25,7,17,17,8,7,Stop,Stop,Stop,Stop,-10,-1,0,East,22,10,1,1,1,0,1,5,9,11,3,17,6,25,7,18,18,9,6,-1,0,East,-11
22,10,1,1,1,0,1,5,9,11,3,17,6,25,7,18,18,9,6,Stop,Stop,Stop,Stop,-11,-1,0,East,23,10,1,1,1,1,1,5,9,11,3,17,6,25,7,19,19,10,5,-1,0,East,-12
